what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.papyrus.layouttool.algorithms.gridAlgorithm,0.8.0.v201109161105,"org.eclipse.papyrus.layouttool.algorithms.gridAlgorithm",1338765710053
started,bundle,org.eclipse.papyrus.layouttool.algorithms.horizontalAlgorithm,0.8.0.v201109161105,"org.eclipse.papyrus.layouttool.algorithms.horizontalAlgorithm",1338765710063
started,bundle,org.eclipse.papyrus.layouttool.algorithms.horizontalSymmetryAlgorithm,0.8.0.v201109161105,"org.eclipse.papyrus.layouttool.algorithms.horizontalSymmetryAlgorithm",1338765710065
started,bundle,org.eclipse.papyrus.layouttool.algorithms.horizontalTreeAlgorithm,0.8.0.v201109161105,"org.eclipse.papyrus.layouttool.algorithms.horizontalTreeAlgorithm",1338765710067
started,bundle,org.eclipse.papyrus.layouttool.algorithms.radialAlgorithm,0.8.0.v201109161105,"org.eclipse.papyrus.layouttool.algorithms.radialAlgorithm",1338765710072
started,bundle,org.eclipse.papyrus.layouttool.algorithms.springAlgorithm,0.8.0.v201109161105,"org.eclipse.papyrus.layouttool.algorithms.springAlgorithm",1338765710075
started,bundle,org.eclipse.papyrus.layouttool.algorithms.treeAlgorithm,0.8.0.v201109161105,"org.eclipse.papyrus.layouttool.algorithms.treeAlgorithm",1338765710079
started,bundle,org.eclipse.papyrus.layouttool.algorithms.verticalAlgorithm,0.8.0.v201109161105,"org.eclipse.papyrus.layouttool.algorithms.verticalAlgorithm",1338765710081
started,bundle,org.eclipse.papyrus.layouttool.algorithms.verticalSymmetryAlgorithm,0.8.0.v201109161105,"org.eclipse.papyrus.layouttool.algorithms.verticalSymmetryAlgorithm",1338765710083
activated,editor,org.eclipse.stp.bpmn.diagram,1.2.0.201006151052,"org.eclipse.stp.bpmn.diagram.part.BpmnDiagramEditorID",1338765710487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338766013337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338766221537
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338766775449
